,chain,protocol,current_usd_tvl,max_usd_tvl,launch_date,totalLiquidityUSD,last_day_tvl,month,quarter,start_of_month_tvl,monthly_tvl_share,start_of_quarter_tvl,quarterly_tvl_share,chains_tvl_share,chains_tvl_share_floor,chains_tvl_share_floor_sort,monthly_tvl_floor,monthly_tvl_share_floor,monthly_tvl_share_floor_sort,num_protocols_threshold,num_protocols,num_protocols_threshold_pct_chain,num_protocols_threshold_pct_share
165,Avalanche,yieldwolf,183185.18293,4537259.11282,2022-01-17,10931415671.679127,11298144513.975172,2022-01-01,2022Q1,11779556274.237226,32.38510042317888,11532621710.127325,32.68793118690901,31.07280615981598,30.0,30.0,10000000000.0,30.0,30.0,1,1,1.0204081632653061,2.0408163265306123
103,Arbitrum,yearn-finance,184230.26653,3849696.50284,2022-02-25,1589884449.0940814,1603048362.5094392,2022-02-01,2022Q1,1706195631.0772665,5.092917838989182,1782578913.4949436,5.052521302106808,5.3102492202078215,5.0,5.0,1000000000.0,5.0,5.0,1,1,1.6129032258064515,1.5625
208,Avalanche,hakuswap,184526.91714,8189138.87886,2022-01-13,11350390010.289042,11015939849.317827,2022-01-01,2022Q1,11779556274.237226,32.38510042317888,11532621710.127325,32.68793118690901,32.45512046236903,30.0,30.0,11000000000.0,30.0,30.0,1,1,1.0204081632653061,2.0408163265306123
817,Polygon,pinksale,187621.68452,311140.79511,2022-07-04,1576138828.020616,1601862055.1695893,2022-07-01,2022Q3,1647509574.640228,19.356352572985745,1656330111.5348358,19.186988957176066,18.706488826618326,15.0,15.0,1000000000.0,15.0,15.0,1,1,0.6622516556291391,1.7543859649122806
9,Arbitrum,arbinyan,188051.03193,927837469.44171,2021-09-15,1194849459.5351985,1715023897.020362,2021-09-01,2021Q3,23486759.719096858,0.1826608561536663,13986446.814417878,0.20324486650277374,7.995972289483183,5.0,5.0,1000000000.0,0.0,0.0,1,1,1.6129032258064515,1.5625
877,Polygon,vesper,189327.66252,1221485.9778,2022-04-08,4314647042.429829,4263502806.0646167,2022-04-01,2022Q2,4633188148.45559,13.930247011047433,4482229770.711526,13.92425473511868,13.96435273060986,10.0,10.0,4000000000.0,10.0,10.0,1,1,0.6622516556291391,1.2195121951219512
881,Polygon,wasabix,192426.34381,645126.71782,2021-10-03,4635258123.772827,4548431395.171724,2021-10-01,2021Q4,4548431395.171724,20.219178497538547,4383704677.116872,20.201668524484514,20.219178497538547,20.0,20.0,4000000000.0,20.0,20.0,1,1,0.6622516556291391,1.5151515151515151
905,Solana,fabric,194289.17809,8738748.78405,2021-09-17,9493761553.214317,9582556183.372602,2021-09-01,2021Q3,3744929735.5798974,29.12500829904395,631693187.6212717,9.17948634791563,50.569505218322405,50.0,50.0,9000000000.0,25.0,25.0,1,1,1.9607843137254901,25.0
146,Avalanche,oddz,197363.74417,686310.38465,2022-02-17,11094899092.132626,10973264907.746304,2022-02-01,2022Q1,9189638395.603996,27.43066062669577,11532621710.127325,32.68793118690901,31.96167016415047,30.0,30.0,11000000000.0,25.0,25.0,1,1,1.0204081632653061,2.0408163265306123
693,Polygon,furucombo,197638.13128,11521146.88461,2021-11-01,4992540978.633669,4994130288.024624,2021-10-01,2021Q4,4548431395.171724,20.219178497538547,4383704677.116872,20.201668524484514,14.9165825479899,10.0,10.0,4000000000.0,20.0,20.0,1,1,0.6622516556291391,1.2195121951219512
572,Optimism,insuredao,200870.07879,400831.36794,2022-07-06,292507528.37840044,296794715.4424841,2022-07-01,2022Q3,276326438.2090587,3.2465195016422936,276670114.919425,3.2049567913853583,3.407486329269102,0.0,0.0,0.0,0.0,0.0,1,1,2.0,1.3888888888888888
605,Optimism,thales,201452.76015,281335.96394,2022-02-24,300654313.1704268,309214933.43074524,2022-02-01,2022Q1,329976115.1373021,0.984963982214657,351495447.97224087,0.9962746810414121,1.0102825128037496,0.0,0.0,0.0,0.0,0.0,1,1,2.0,1.3888888888888888
102,Arbitrum,xy-finance,209126.04703,310706.4503,2022-07-07,660636320.417551,650451926.3089368,2022-07-01,2022Q3,740961002.1643256,8.70544403595197,746368781.1664016,8.645963423891736,7.540517773482266,5.0,5.0,0.0,5.0,5.0,1,1,1.6129032258064515,1.5625
228,Avalanche,karma-dao,209847.26358,244874.67175,2022-01-08,10813345306.644127,11286612183.958473,2022-01-01,2022Q1,11779556274.237226,32.38510042317888,11532621710.127325,32.68793118690901,32.0139944816973,30.0,30.0,10000000000.0,30.0,30.0,1,1,1.0204081632653061,2.0408163265306123
80,Arbitrum,predy-finance,211108.8689,447064.58903,2022-04-17,1821233992.023285,1817194613.2266984,2022-04-01,2022Q2,1878676205.0471625,5.648469855213569,1837484287.034369,5.708230187490574,6.24402895874782,5.0,5.0,1000000000.0,5.0,5.0,1,1,1.6129032258064515,1.5625
759,Polygon,ichi-farm,212401.90454,248655.86367,2022-03-12,3351570458.162349,3380383959.2663145,2022-03-01,2022Q1,3992708404.0964923,10.986322236729679,5507295577.612607,15.609815650927278,11.618478696442534,10.0,10.0,3000000000.0,10.0,10.0,1,1,0.6622516556291391,1.2195121951219512
344,Fantom,allbridge,212505.06282,6282430.30578,2022-01-03,5203986147.180092,5271454870.493362,2022-01-01,2022Q1,5271454870.493362,14.49261681703181,4884712105.945583,13.84517217336593,14.49261681703181,10.0,10.0,5000000000.0,10.0,10.0,1,1,1.2048192771084338,1.2195121951219512
648,Polygon,augury-finance,214039.25553,11324616.1296,2021-08-14,6630334284.293828,6471079064.173649,2021-08-01,2021Q3,6514933985.181124,76.71397817396316,5847981753.75959,84.98028746145081,73.02106653978488,70.0,50.0,6000000000.0,75.0,30.0,1,1,0.6622516556291391,50.0
892,Solana,amun,221148.78191,325080.44205,2022-06-04,3722057229.681843,3723322792.018967,2022-06-01,2022Q2,3790095243.163679,28.509062300421366,7761978053.720177,24.112944939733303,28.30962369988998,25.0,25.0,3000000000.0,25.0,25.0,1,1,1.9607843137254901,3.5714285714285716
809,Polygon,unbound,221594.66907,760114.15391,2022-08-10,1847952387.3252447,1893824106.0816202,2022-08-01,2022Q3,1903354267.4591086,19.648245097225356,1656330111.5348358,19.186988957176066,18.676397683455253,15.0,15.0,1000000000.0,15.0,15.0,1,1,0.6622516556291391,1.7543859649122806
724,Polygon,firebird,223361.2532,36406065.80829,2021-06-02,6823658196.370378,6761572006.366757,2021-06-01,2021Q2,6823658196.370378,83.25210799867706,116455681.9686776,22.24468597952263,85.15822310034785,85.0,50.0,6000000000.0,80.0,30.0,1,1,0.6622516556291391,20.0
859,Polygon,sushiswap-kashi,224144.12715000001,1896405.5534,2021-05-02,1572934090.207597,1586796440.624122,2021-05-01,2021Q2,1572934090.207597,45.59825174439413,116455681.9686776,22.24468597952263,48.25261559679338,45.0,45.0,1000000000.0,45.0,30.0,1,1,0.6622516556291391,14.285714285714286
633,Polygon,amun,224520.90454,996201.30721,2021-10-25,4686486654.552232,4759719462.274228,2021-10-01,2021Q4,4548431395.171724,20.219178497538547,4383704677.116872,20.201668524484514,14.761080741524706,10.0,10.0,4000000000.0,20.0,20.0,1,1,0.6622516556291391,1.2195121951219512
169,Avalanche,r-u-generous,226751.69188,7402159.27978,2021-11-29,12855075077.196075,12612028501.866884,2021-11-01,2021Q4,8641234025.30953,25.22351469226401,3823265970.3443656,17.618967859996502,33.50181670901955,30.0,30.0,12000000000.0,25.0,25.0,1,1,1.0204081632653061,2.0408163265306123
612,Optimism,xy-finance,226977.36561999997,247650.55870000002,2022-07-07,293003236.0736547,292507528.37840044,2022-07-01,2022Q3,276326438.2090587,3.2465195016422936,276670114.919425,3.2049567913853583,3.390962694400729,0.0,0.0,0.0,0.0,0.0,1,1,2.0,1.3888888888888888
878,Polygon,vesq,227454.81086000003,8976858.32393,2022-01-02,5624501902.134633,5507295577.612607,2022-01-01,2022Q1,5624501902.134633,15.463236024379508,5507295577.612607,15.609815650927278,15.609815650927281,15.0,15.0,5000000000.0,15.0,15.0,1,1,0.6622516556291391,1.7543859649122806
350,Fantom,beluga,228989.32666,5795098.12246,2022-01-29,9179537260.603518,9147443674.2579,2022-01-01,2022Q1,5271454870.493362,14.49261681703181,4884712105.945583,13.84517217336593,29.403693554101608,25.0,25.0,9000000000.0,10.0,10.0,1,1,1.2048192771084338,3.5714285714285716
126,Avalanche,ankr,229350.57183,1018019.849,2022-03-16,10604605854.09944,10415122792.820711,2022-03-01,2022Q1,11135487371.69958,30.64036742653372,11532621710.127325,32.68793118690901,36.15262407955233,35.0,35.0,10000000000.0,30.0,30.0,1,1,1.0204081632653061,4.166666666666667
779,Polygon,mahadao,231137.56976,856569.24333,2022-02-25,3685733469.6510468,3748991041.277884,2022-02-01,2022Q1,4994541603.967293,14.908483862637873,5507295577.612607,15.609815650927278,12.418887177145143,10.0,10.0,3000000000.0,10.0,10.0,1,1,0.6622516556291391,1.2195121951219512
422,Fantom,fastyield-finance,231590.01835,1202575.46268,2022-02-11,8349309705.68211,8602786561.903133,2022-02-01,2022Q1,8661703632.385084,25.854798911634113,4884712105.945583,13.84517217336593,24.045237853100723,20.0,20.0,8000000000.0,25.0,25.0,1,1,1.2048192771084338,1.5151515151515151
114,Avalanche,agarthadao,237706.94213,1372264.65093,2021-12-27,12149494818.309942,12169003718.563274,2021-12-01,2021Q4,13701879717.01903,33.588940121222734,3823265970.3443656,17.618967859996502,33.103712375312206,30.0,30.0,12000000000.0,30.0,30.0,1,1,1.0204081632653061,2.0408163265306123
257,Avalanche,onavax,238884.91154,943087.35782,2022-07-19,2986850699.403024,2804066968.7690244,2022-07-01,2022Q3,2637227028.191218,30.984400308461908,2677377544.84711,31.01483999440786,31.29360188325468,30.0,30.0,2000000000.0,30.0,30.0,1,1,1.0204081632653061,2.0408163265306123
717,Polygon,etha-lend,240846.65262,929673.7144899999,2022-02-06,5213643154.92644,5214698825.763401,2022-02-01,2022Q1,4994541603.967293,14.908483862637873,5507295577.612607,15.609815650927278,15.437701329159145,15.0,15.0,5000000000.0,10.0,10.0,1,1,0.6622516556291391,1.7543859649122806
85,Arbitrum,revert-compoundor,245629.81662,587307.79814,2022-08-03,850126644.1204127,850123697.0012755,2022-08-01,2022Q3,850123697.0012755,8.77579074332743,746368781.1664016,8.645963423891736,8.775790743327429,5.0,5.0,0.0,5.0,5.0,1,1,1.6129032258064515,1.5625
120,Avalanche,beta-finance,246612.96632,10624344.10179,2022-01-28,8049365650.398995,8093049022.460072,2022-01-01,2022Q1,11779556274.237226,32.38510042317888,11532621710.127325,32.68793118690901,24.97062834813632,20.0,20.0,8000000000.0,30.0,30.0,1,1,1.0204081632653061,1.5151515151515151
215,Avalanche,hurricaneswap,248586.42403,32991934.36315,2021-10-11,5261945383.840565,5328957977.504683,2021-10-01,2021Q4,4061299510.651592,18.053727231106283,3823265970.3443656,17.618967859996502,19.510300579091215,15.0,15.0,5000000000.0,15.0,15.0,1,1,1.0204081632653061,1.7543859649122806
582,Optimism,nex,249173.64184,249173.64184,2022-09-06,980083905.5267464,995652610.0971491,2022-09-01,2022Q3,992454682.3732527,10.867228658231118,276670114.919425,3.2049567913853583,10.974287844494993,10.0,10.0,0.0,10.0,10.0,1,1,2.0,1.2195121951219512
652,Polygon,axion,251006.8076,714844.068,2022-01-21,5125304477.666733,5238226067.5300665,2022-01-01,2022Q1,5624501902.134633,15.463236024379508,5507295577.612607,15.609815650927278,14.676394564930167,10.0,10.0,5000000000.0,15.0,15.0,1,1,0.6622516556291391,1.2195121951219512
929,Solana,oxygen,253028.08531,26083665.50336,2021-04-12,739114209.5556201,647826457.0840124,2021-04-01,2021Q2,236083654.8331508,42.710950160854956,216074735.94859114,41.27333735916346,61.981134146171556,60.0,50.0,0.0,40.0,30.0,1,1,1.9607843137254901,20.0
233,Avalanche,life-dao,253605.93048,6130437.54075,2021-12-08,12280827778.11316,12154955392.502878,2021-12-01,2021Q4,13701879717.01903,33.588940121222734,3823265970.3443656,17.618967859996502,34.132305031380845,30.0,30.0,12000000000.0,30.0,30.0,1,1,1.0204081632653061,2.0408163265306123
544,Optimism,aelin,253986.85993,4136589.30685,2022-02-22,301160464.1883268,302632849.34428185,2022-02-01,2022Q1,329976115.1373021,0.984963982214657,351495447.97224087,0.9962746810414121,0.9614930724082702,0.0,0.0,0.0,0.0,0.0,1,1,2.0,1.3888888888888888
615,Polygon,nested,255686.00171999997,398240.29154,2022-04-05,4655371748.202049,4660751315.064462,2022-04-01,2022Q2,4633188148.45559,13.930247011047433,4482229770.711526,13.92425473511868,14.011540715036327,10.0,10.0,4000000000.0,10.0,10.0,1,1,0.6622516556291391,1.2195121951219512
819,Polygon,pods-finance,257065.20676,2235321.07945,2021-10-17,4585470238.497174,4596956306.923815,2021-10-01,2021Q4,4548431395.171724,20.219178497538547,4383704677.116872,20.201668524484514,15.431632825033246,15.0,15.0,4000000000.0,20.0,20.0,1,1,0.6622516556291391,1.7543859649122806
96,Arbitrum,tornado-cash,262854.208,992443.178,2022-05-24,1113947023.9595263,1111861500.6971684,2022-05-01,2022Q2,1582166414.847098,6.33481652525848,1837484287.034369,5.708230187490574,7.645374040111615,5.0,5.0,1000000000.0,5.0,5.0,1,1,1.6129032258064515,1.5625
100,Arbitrum,volmex,263210.66163,414518.12308,2021-10-16,1773487984.6395507,1771036613.0422347,2021-10-01,2021Q4,1099770896.9140754,4.88882037326282,1073899895.9495308,4.948912238476607,6.002510629222423,5.0,5.0,1000000000.0,0.0,0.0,1,1,1.6129032258064515,1.5625
540,Fantom,xy-finance,263346.56226,348299.11801,2022-07-07,860693914.0143025,857049317.0410261,2022-07-01,2022Q3,846860885.5885595,9.94964650527309,861661362.6214986,9.981516929692225,9.935546881337451,5.0,5.0,0.0,5.0,5.0,1,1,1.2048192771084338,1.5625
941,Solana,serum-swap,264161.41321,36639033.03889,2021-04-15,845183862.5064905,789380856.0295309,2021-04-01,2021Q2,236083654.8331508,42.710950160854956,216074735.94859114,41.27333735916346,64.75178922546631,60.0,50.0,0.0,40.0,30.0,1,1,1.9607843137254901,20.0
594,Optimism,relaychain,264762.05441,429282.37841000006,2022-09-24,934805168.5681708,931464291.0623096,2022-09-01,2022Q3,992454682.3732527,10.867228658231118,276670114.919425,3.2049567913853583,11.718736276378717,10.0,10.0,0.0,10.0,10.0,1,1,2.0,1.2195121951219512
847,Polygon,smartdex,264945.52462,581119.26998,2021-11-20,4784880315.29851,4490302521.455668,2021-11-01,2021Q4,5055038415.657716,14.75551239254096,4383704677.116872,20.201668524484514,12.451187151973658,10.0,10.0,4000000000.0,10.0,10.0,1,1,0.6622516556291391,1.2195121951219512
946,Solana,solrise-finance,271197.0967,465451.82606,2022-03-11,6654384732.762373,6960294950.3399515,2022-03-01,2022Q1,7411555751.13679,20.393610430937954,11222273937.146017,31.80828500564955,22.878776905901272,20.0,20.0,6000000000.0,20.0,20.0,1,1,1.9607843137254901,1.5151515151515151
335,Fantom,88mph,271557.6576,17845607.32467,2021-10-16,5020482899.444063,5009108528.056277,2021-10-01,2021Q4,1589381908.926555,7.065292124985715,1509482689.809377,6.9562324994556946,16.977191189140857,15.0,15.0,5000000000.0,5.0,5.0,1,1,1.2048192771084338,1.7543859649122806
28,Arbitrum,brinc-finance,272103.85909,1104873.39339,2021-12-01,2097983860.3136601,2066195701.9782636,2021-11-01,2021Q4,2644384769.8212895,7.718883425472006,1073899895.9495308,4.948912238476607,5.207128921424949,5.0,5.0,2000000000.0,5.0,5.0,1,1,1.6129032258064515,1.5625
781,Polygon,metavault-dao,272789.46086,344051.52706,2022-08-18,2331696120.0061045,2336782546.077415,2022-08-01,2022Q3,1903354267.4591086,19.648245097225356,1656330111.5348358,19.186988957176066,22.334710966162312,20.0,20.0,2000000000.0,15.0,15.0,1,1,0.6622516556291391,1.5151515151515151
945,Solana,solily-protocol,277106.66695,3856457.75508,2022-05-09,5665427904.785305,5841162202.743929,2022-05-01,2022Q2,6128670561.153303,24.538508202634983,7761978053.720177,24.112944939733303,24.097158853740318,20.0,20.0,5000000000.0,20.0,20.0,1,1,1.9607843137254901,1.5151515151515151
63,Arbitrum,ideamarket,277427.29012,1153188.84256,2021-12-21,1834435213.2310119,1800554966.313068,2021-12-01,2021Q4,2043142467.7529128,5.008582138057935,1073899895.9495308,4.948912238476607,5.247993759460287,5.0,5.0,1000000000.0,5.0,5.0,1,1,1.6129032258064515,1.5625
234,Avalanche,llamapay,277769.06901,628524.21798,2022-04-19,11004666058.11559,10280412935.44621,2022-04-01,2022Q2,11177365080.74134,33.60611559866927,11036804006.080185,34.286343695817095,35.86996839948245,35.0,35.0,11000000000.0,30.0,30.0,1,1,1.0204081632653061,4.166666666666667
245,Avalanche,moremoney,280124.56545,14232086.6174,2022-01-25,8226028489.42609,8496269321.526105,2022-01-01,2022Q1,11779556274.237226,32.38510042317888,11532621710.127325,32.68793118690901,24.835302345341763,20.0,20.0,8000000000.0,30.0,30.0,1,1,1.0204081632653061,1.5151515151515151
128,Avalanche,phuture,283920.59847,652621.2692,2022-09-08,2096580695.1528387,2068176789.4583225,2022-09-01,2022Q3,2186375299.0914807,23.94047882480514,2677377544.84711,31.01483999440786,23.87959113259945,20.0,20.0,2000000000.0,20.0,20.0,1,1,1.0204081632653061,1.5151515151515151
160,Avalanche,canary,284088.29022,2371153.95333,2021-05-31,220299750.0834853,210764315.6234684,2021-05-01,2021Q2,348394460.6980598,10.099710104932552,189166868.63427812,36.13355329137925,2.9094965527258743,0.0,0.0,0.0,10.0,10.0,1,1,1.0204081632653061,1.3888888888888888
736,Polygon,gogocoin,285883.95776,9666004.01836,2022-03-17,3597708381.2345333,3387107137.351764,2022-03-01,2022Q1,3992708404.0964923,10.986322236729679,5507295577.612607,15.609815650927278,11.64440535325987,10.0,10.0,3000000000.0,10.0,10.0,1,1,0.6622516556291391,1.2195121951219512
771,Polygon,jetswap,286020.20127,12379561.05177,2021-09-20,4413884699.0443125,4643131896.001614,2021-09-01,2021Q3,5776727404.292301,44.92667298743726,5847981753.75959,84.98028746145081,23.169681758027195,20.0,20.0,4000000000.0,40.0,30.0,1,1,0.6622516556291391,1.5151515151515151
628,Polygon,algebra-dex,289426.29364,1685548.46084,2022-02-10,5498503446.84432,5378054685.702989,2022-02-01,2022Q1,4994541603.967293,14.908483862637873,5507295577.612607,15.609815650927278,15.325741627094347,15.0,15.0,5000000000.0,10.0,10.0,1,1,0.6622516556291391,1.7543859649122806
537,Fantom,wingswap,292810.74762,5439779.35737,2021-12-04,4448432333.906319,4618356586.748599,2021-12-01,2021Q4,4656630015.342423,11.415314539489612,1509482689.809377,6.9562324994556946,11.43328838195123,10.0,10.0,4000000000.0,10.0,10.0,1,1,1.2048192771084338,1.2195121951219512
546,Optimism,angle,296409.41768,2532512.73103,2022-07-29,548281218.4466788,495273444.84821653,2022-07-01,2022Q3,276326438.2090587,3.2465195016422936,276670114.919425,3.2049567913853583,5.163819732570122,5.0,5.0,0.0,0.0,0.0,1,1,2.0,1.5625
900,Solana,cykura,298872.98596,424602.5008599999,2022-08-10,2364401316.131738,2543056983.229567,2022-08-01,2022Q3,2705175330.479331,27.925409805701033,2414161349.5912986,27.96573390344676,25.07896240097624,25.0,25.0,2000000000.0,25.0,25.0,1,1,1.9607843137254901,3.5714285714285716
879,Polygon,volmex,298914.5109,506071.60887,2021-07-21,5335298928.050789,5356735471.82893,2021-07-01,2021Q3,5866009124.188425,81.43313161773001,5847981753.75959,84.98028746145081,79.22349765876146,75.0,50.0,5000000000.0,80.0,30.0,1,1,0.6622516556291391,8.333333333333334
267,Avalanche,pooltogether,299036.70909,3209753.25286,2021-12-24,12805250078.884401,12494460772.214228,2021-12-01,2021Q4,13701879717.01903,33.588940121222734,3823265970.3443656,17.618967859996502,35.085115294316005,35.0,35.0,12000000000.0,30.0,30.0,1,1,1.0204081632653061,4.166666666666667
236,Avalanche,lydia,302500.47294,9135971.20133,2021-04-21,244028214.72858852,235761538.15344533,2021-04-01,2021Q2,197836930.85981795,35.79156422286832,189166868.63427812,36.13355329137925,17.206376573643915,15.0,15.0,0.0,35.0,30.0,1,1,1.0204081632653061,1.7543859649122806
203,Avalanche,thetanuts-finance,304804.81249,6704453.52197,2021-12-23,12494460772.214228,12606492054.971893,2021-12-01,2021Q4,13701879717.01903,33.588940121222734,3823265970.3443656,17.618967859996502,35.4207016264588,35.0,35.0,12000000000.0,30.0,30.0,1,1,1.0204081632653061,4.166666666666667
459,Fantom,mcdex,307015.10704,378983.59126,2022-08-11,889241781.2835083,834924720.7907097,2022-08-01,2022Q3,886563047.4967079,9.151952607652216,861661362.6214986,9.981516929692225,8.531184711781693,5.0,5.0,0.0,5.0,5.0,1,1,1.2048192771084338,1.5625
647,Polygon,atlendis,307490.71235,997832.0116,2022-07-03,1601862055.1695893,1647509574.640228,2022-07-01,2022Q3,1647509574.640228,19.356352572985745,1656330111.5348358,19.186988957176066,19.356352572985745,15.0,15.0,1000000000.0,15.0,15.0,1,1,0.6622516556291391,1.7543859649122806
827,Polygon,polyquity,308191.99815,47081021.38299,2021-06-28,5832658186.72902,5815423637.310633,2021-06-01,2021Q2,6823658196.370378,83.25210799867706,116455681.9686776,22.24468597952263,86.96370612271494,85.0,50.0,5000000000.0,80.0,30.0,1,1,0.6622516556291391,20.0
514,Fantom,strategyx-finance,309347.76196,309347.76196,2022-07-01,861661362.6214986,930217300.7058463,2022-06-01,2022Q3,1634309736.4769545,12.293263125629208,861661362.6214986,9.981516929692225,10.630329756499505,10.0,10.0,0.0,10.0,10.0,1,1,1.2048192771084338,1.2195121951219512
678,Polygon,cream-finance,320039.13028,3405259.87996,2021-07-06,6076401488.728501,6175294124.58672,2021-07-01,2021Q3,5866009124.188425,81.43313161773001,5847981753.75959,84.98028746145081,81.14548638326742,80.0,50.0,6000000000.0,80.0,30.0,1,1,0.6622516556291391,7.142857142857143
14,Arbitrum,b.protocol,330491.4748,3711299.34242,2022-01-21,1737146492.9451647,1799934025.8478768,2022-01-01,2022Q1,1811323827.7132742,4.9798059191486495,1782578913.4949436,5.052521302106808,5.043032052002026,5.0,5.0,1000000000.0,0.0,0.0,1,1,1.6129032258064515,1.5625
527,Fantom,topshelf,331689.56602,36398053.09449,2021-12-17,3853244921.894892,3975728098.3536305,2021-12-01,2021Q4,4656630015.342423,11.415314539489612,1509482689.809377,6.9562324994556946,11.724770775895738,10.0,10.0,3000000000.0,10.0,10.0,1,1,1.2048192771084338,1.2195121951219512
627,Polygon,polydex,333438.49955,5323158.0725,2021-07-08,6532932101.909119,6225162232.076932,2021-07-01,2021Q3,5866009124.188425,81.43313161773001,5847981753.75959,84.98028746145081,80.54513263691196,80.0,50.0,6000000000.0,80.0,30.0,1,1,0.6622516556291391,7.142857142857143
625,Polygon,bunny,335186.81817,52842912.8839,2021-07-08,6532932101.909119,6225162232.076932,2021-07-01,2021Q3,5866009124.188425,81.43313161773001,5847981753.75959,84.98028746145081,80.54513263691196,80.0,50.0,6000000000.0,80.0,30.0,1,1,0.6622516556291391,7.142857142857143
46,Arbitrum,diamond-protocol,340204.69223,614982.64225,2022-09-16,923684643.6103127,958426360.505622,2022-09-01,2022Q3,1006855347.0347676,11.024913758101839,746368781.1664016,8.645963423891736,11.807367445882642,10.0,10.0,0.0,10.0,10.0,1,1,1.6129032258064515,1.2195121951219512
239,Avalanche,mcdex,342335.59407,390657.82398,2022-08-11,2749144386.6178484,2676512263.7156434,2022-08-01,2022Q3,2751253821.400562,28.4010761064046,2677377544.84711,31.01483999440786,27.348358404674496,25.0,25.0,2000000000.0,25.0,25.0,1,1,1.0204081632653061,3.5714285714285716
744,Polygon,gravity-finance,351962.35523,10929345.27029,2021-06-09,6880062104.034738,7069262214.072267,2021-06-01,2021Q2,6823658196.370378,83.25210799867706,116455681.9686776,22.24468597952263,85.26399614570398,85.0,50.0,6000000000.0,80.0,30.0,1,1,0.6622516556291391,20.0
86,Arbitrum,risk-harbor,354460.81386,508802.23988,2022-04-07,1819838618.1186035,1868746950.7905085,2022-04-01,2022Q2,1878676205.0471625,5.648469855213569,1837484287.034369,5.708230187490574,5.8541787075316325,5.0,5.0,1000000000.0,5.0,5.0,1,1,1.6129032258064515,1.5625
478,Fantom,popsicle-finance,355845.2701,48739037.91224,2021-05-01,44622264.22176452,10273454.844289651,2021-04-01,2021Q2,2184277.8444951423,0.3951674766286768,1824070.7554567214,0.34842336993465756,0.34893516743693015,0.0,0.0,0.0,0.0,0.0,1,1,1.2048192771084338,1.3888888888888888
725,Polygon,float,357150.8076,1835170.41936,2021-10-01,4383704677.116872,4141052773.94707,2021-09-01,2021Q4,5776727404.292301,44.92667298743726,4383704677.116872,20.201668524484514,20.736782633125127,20.0,20.0,4000000000.0,40.0,30.0,1,1,0.6622516556291391,1.5151515151515151
216,Avalanche,hyphen,361250.00293,1031309.43317,2022-03-24,10851267938.864481,10978412531.153572,2022-03-01,2022Q1,11135487371.69958,30.64036742653372,11532621710.127325,32.68793118690901,35.93028026530931,35.0,35.0,10000000000.0,30.0,30.0,1,1,1.0204081632653061,4.166666666666667
2,Arbitrum,kyberswap,370638.47284,766910.9718,2022-03-17,1606327428.5131404,1534791070.2007637,2022-03-01,2022Q1,1749011707.638956,4.812574390912127,1782578913.4949436,5.052521302106808,5.276399189413998,5.0,5.0,1000000000.0,0.0,0.0,1,1,1.6129032258064515,1.5625
807,Polygon,swaap,377678.69751,512224.76905,2022-09-20,1475609841.113198,1475297023.8281584,2022-09-01,2022Q3,2031969337.933902,22.24975690480689,1656330111.5348358,19.186988957176066,18.67615892139864,15.0,15.0,1000000000.0,20.0,20.0,1,1,0.6622516556291391,1.7543859649122806
513,Fantom,stakesteak,378244.63757,26797173.25969,2021-06-23,164583498.6571616,130656156.84234929,2021-06-01,2021Q2,156190200.75680667,1.9056000590207358,1824070.7554567214,0.34842336993465756,1.7309317456092184,0.0,0.0,0.0,0.0,0.0,1,1,1.2048192771084338,1.3888888888888888
443,Fantom,hyperjump,378718.34058,23913384.39037,2021-05-16,282286575.99069434,302680427.37761295,2021-05-01,2021Q2,57440348.91093661,1.6651552701620456,1824070.7554567214,0.34842336993465756,5.373032701206531,5.0,5.0,0.0,0.0,0.0,1,1,1.2048192771084338,1.5625
812,Polygon,outcome-finance,382345.48655,42045434.62676,2021-12-08,5080055281.611636,5047118985.522055,2021-12-01,2021Q4,5121508472.082664,12.554922751616838,4383704677.116872,20.201668524484514,14.17280435679488,10.0,10.0,5000000000.0,10.0,10.0,1,1,0.6622516556291391,1.2195121951219512
808,Polygon,orbit-bridge,386935.28029,638580.6882,2022-08-10,1847952387.3252447,1893824106.0816202,2022-08-01,2022Q3,1903354267.4591086,19.648245097225356,1656330111.5348358,19.186988957176066,18.676397683455253,15.0,15.0,1000000000.0,15.0,15.0,1,1,0.6622516556291391,1.7543859649122806
580,Optimism,mean-finance,387880.31177,509724.83307,2022-03-04,297117536.71994096,312586470.72636825,2022-03-01,2022Q1,315013912.0944308,0.8667911595476018,351495447.97224087,0.9962746810414121,0.860051060996323,0.0,0.0,0.0,0.0,0.0,1,1,2.0,1.3888888888888888
185,Avalanche,elk,389899.56344,4296380.06912,2021-07-18,160881218.61778578,162736559.391493,2021-07-01,2021Q3,189647447.7396952,2.632724437654165,192014292.6749633,2.7902668775830692,2.2644249471877163,0.0,0.0,0.0,0.0,0.0,1,1,1.0204081632653061,1.3888888888888888
596,Optimism,revert-compoundor,409784.13934,462867.2871399999,2022-08-03,594307916.675562,590676235.4508198,2022-08-01,2022Q3,590676235.4508198,6.097525639689374,276670114.919425,3.2049567913853583,6.0975256396893736,5.0,5.0,0.0,5.0,5.0,1,1,2.0,1.5625
