,chain,protocol,current_usd_tvl,max_usd_tvl,launch_date,totalLiquidityUSD,last_day_tvl,month,quarter,start_of_month_tvl,monthly_tvl_share,start_of_quarter_tvl,quarterly_tvl_share,chains_tvl_share,chains_tvl_share_floor,chains_tvl_share_floor_sort,monthly_tvl_floor,monthly_tvl_share_floor,monthly_tvl_share_floor_sort,num_protocols_threshold,num_protocols,num_protocols_threshold_pct_chain,num_protocols_threshold_pct_share
1200,Polygon,pinksale,187621.68452,311140.79511,2022-07-04,1576138828.020616,1601862055.1695893,2022-07-01,2022Q3,1647509574.640228,11.215996630217647,1656330111.5348358,11.20521208203148,10.878388805821388,10.0,10.0,1000000000.0,10.0,10.0,1,1,0.6622516556291391,1.2820512820512822
9,Arbitrum,arbinyan,188051.03193,927837469.44171,2021-09-15,1194849459.5351985,1715023897.020362,2021-09-01,2021Q3,23486759.719096858,0.06966560151051868,13986446.814417878,0.06765548215869907,4.2707106015920635,0.0,0.0,1000000000.0,0.0,0.0,1,1,1.6129032258064515,0.625
1260,Polygon,vesper,189327.66252,1221485.9778,2022-04-08,4314647042.429829,4263502806.0646167,2022-04-01,2022Q2,4633188148.45559,9.767779233038434,4482229770.711526,9.722449914994712,9.613087768643219,5.0,5.0,4000000000.0,5.0,5.0,1,1,0.6622516556291391,0.9900990099009901
1264,Polygon,wasabix,192426.34381,645126.71782,2021-10-03,4635258123.772827,4548431395.171724,2021-10-01,2021Q4,4548431395.171724,11.248201863055854,4383704677.116872,11.14583972357302,11.248201863055856,10.0,10.0,4000000000.0,10.0,10.0,1,1,0.6622516556291391,1.2820512820512822
621,Binance,peri-finance,193164.0,284269.55,2022-01-17,14378926321.577297,14580794918.414951,2022-01-01,2022Q1,16099248823.163715,30.564548964803567,15761423531.844334,30.76312509019138,28.507676957616795,25.0,25.0,14000000000.0,30.0,30.0,1,1,0.4672897196261682,1.3888888888888888
1288,Solana,fabric,194289.17809,8738748.78405,2021-09-17,9493761553.214317,9582556183.372602,2021-09-01,2021Q3,3744929735.5798974,11.108079009795114,631693187.6212717,3.0556372002091976,24.968002284114615,20.0,20.0,9000000000.0,10.0,10.0,1,1,1.9607843137254901,1.6129032258064515
481,Binance,pls2e,197050.95402,200668.7856,2022-09-23,6507834091.542453,6375498905.493592,2022-09-01,2022Q3,6444165832.398492,40.78856452483413,5960947850.685903,40.32631201456031,44.50062916707471,40.0,40.0,6000000000.0,40.0,30.0,1,1,0.4672897196261682,2.6315789473684212
146,Avalanche,oddz,197363.74417,686310.38465,2022-02-17,11094899092.132626,10973264907.746304,2022-02-01,2022Q1,9189638395.603996,20.12149111542845,11532621710.127325,22.509355425270332,23.13048299437209,20.0,20.0,11000000000.0,20.0,20.0,1,1,1.0204081632653061,1.6129032258064515
1076,Polygon,furucombo,197638.13128,11521146.88461,2021-11-01,4992540978.633669,4994130288.024624,2021-10-01,2021Q4,4548431395.171724,11.248201863055854,4383704677.116872,11.14583972357302,9.376210894026062,5.0,5.0,4000000000.0,10.0,10.0,1,1,0.6622516556291391,0.9900990099009901
619,Binance,topshelf,198325.10691,4404896.11299,2021-12-17,16264321497.495956,16487530041.825138,2021-12-01,2021Q4,19103459012.79554,31.818663241303334,17580962616.15021,44.70068262778529,32.62037251650749,30.0,30.0,16000000000.0,30.0,30.0,1,1,0.4672897196261682,2.272727272727273
955,Optimism,insuredao,200870.07879,400831.36794,2022-07-06,292507528.37840044,296794715.4424841,2022-07-01,2022Q3,276326438.2090587,1.8811887029364587,276670114.919425,1.8716965252533098,1.966618352769193,0.0,0.0,0.0,0.0,0.0,1,1,2.0,0.625
988,Optimism,thales,201452.76015,281335.96394,2022-02-24,300654313.1704268,309214933.43074524,2022-02-01,2022Q1,329976115.1373021,0.7225106346094075,351495447.97224087,0.686048339019388,0.7278116123121078,0.0,0.0,0.0,0.0,0.0,1,1,2.0,0.625
652,Binance,sheepdex,207700.83938999998,26005429.40463,2021-10-15,19568240054.69964,19459456361.749176,2021-10-01,2021Q4,17891639762.630096,44.245753805316426,17580962616.15021,44.70068262778529,39.77158598644316,35.0,35.0,19000000000.0,40.0,30.0,1,1,0.4672897196261682,2.9411764705882355
102,Arbitrum,xy-finance,209126.04703,310706.4503,2022-07-07,660636320.417551,650451926.3089368,2022-07-01,2022Q3,740961002.1643256,5.044350716573276,746368781.1664016,5.049247385007756,4.328301087851365,0.0,0.0,0.0,5.0,5.0,1,1,1.6129032258064515,0.625
228,Avalanche,karma-dao,209847.26358,244874.67175,2022-01-08,10813345306.644127,11286612183.958473,2022-01-01,2022Q1,11779556274.237226,22.36357910125342,11532621710.127325,22.509355425270332,21.56717277769184,20.0,20.0,10000000000.0,20.0,20.0,1,1,1.0204081632653061,1.6129032258064515
578,Binance,luckychip,210610.68249,250172.67294,2022-03-21,11787420939.090008,11896305360.88359,2022-03-01,2022Q1,12059989501.685875,24.784781098329,15761423531.844334,30.76312509019138,27.691758511834657,25.0,25.0,11000000000.0,20.0,20.0,1,1,0.4672897196261682,1.3888888888888888
693,Binance,unifarm,210708.54637,4956938.42248,2021-06-19,14857109374.857683,15173710115.021719,2021-06-01,2021Q2,14388785537.667942,63.667088791431134,7620366223.82248,93.57157452410992,64.69707629998948,60.0,50.0,14000000000.0,60.0,30.0,1,1,0.4672897196261682,4.545454545454546
80,Arbitrum,predy-finance,211108.8689,447064.58903,2022-04-17,1821233992.023285,1817194613.2266984,2022-04-01,2022Q2,1878676205.0471625,3.9606624711280105,1837484287.034369,3.9857057456127434,4.2885756799121655,0.0,0.0,1000000000.0,0.0,0.0,1,1,1.6129032258064515,0.625
347,Binance,whale-loans,211369.91774,417715.86018,2022-01-03,16294891060.56823,16099248823.163715,2022-01-01,2022Q1,16099248823.163715,30.564548964803567,15761423531.844334,30.76312509019138,30.564548964803567,30.0,30.0,16000000000.0,30.0,30.0,1,1,0.4672897196261682,2.272727272727273
1142,Polygon,ichi-farm,212401.90454,248655.86367,2022-03-12,3351570458.162349,3380383959.2663145,2022-03-01,2022Q1,3992708404.0964923,8.205513261114913,5507295577.612607,10.749132045113532,8.263050702575935,5.0,5.0,3000000000.0,5.0,5.0,1,1,0.6622516556291391,0.9900990099009901
727,Fantom,allbridge,212505.06282,6282430.30578,2022-01-03,5203986147.180092,5271454870.493362,2022-01-01,2022Q1,5271454870.493362,10.007898025225035,4884712105.945583,9.533974468814513,10.007898025225035,10.0,10.0,5000000000.0,10.0,10.0,1,1,1.2048192771084338,1.2820512820512822
1031,Polygon,augury-finance,214039.25553,11324616.1296,2021-08-14,6630334284.293828,6471079064.173649,2021-08-01,2021Q3,6514933985.181124,26.81485274751253,5847981753.75959,28.2879583682417,23.78924588732298,20.0,20.0,6000000000.0,25.0,25.0,1,1,0.6622516556291391,1.6129032258064515
505,Binance,flux-protocol,216042.13403,6784478.40282,2021-09-27,17083688180.148497,17060525723.810436,2021-09-01,2021Q3,20811536090.527916,61.73044717299331,13765337983.589483,66.58593070236918,47.35458262667009,45.0,45.0,17000000000.0,60.0,30.0,1,1,0.4672897196261682,11.11111111111111
665,Binance,stargate-finance,216516.7424,642457.73248,2021-12-12,16102877560.829224,15837616730.22821,2021-12-01,2021Q4,19103459012.79554,31.818663241303334,17580962616.15021,44.70068262778529,32.168545609488355,30.0,30.0,16000000000.0,30.0,30.0,1,1,0.4672897196261682,2.272727272727273
1275,Solana,amun,221148.78191,325080.44205,2022-06-04,3722057229.681843,3723322792.018967,2022-06-01,2022Q2,3790095243.163679,17.219749278681697,7761978053.720177,16.8365850768518,16.95396540180716,15.0,15.0,3000000000.0,15.0,15.0,1,1,1.9607843137254901,1.4492753623188406
1192,Polygon,unbound,221594.66907,760114.15391,2022-08-10,1847952387.3252447,1893824106.0816202,2022-08-01,2022Q3,1903354267.4591086,11.449579853148965,1656330111.5348358,11.20521208203148,10.832925930478998,10.0,10.0,1000000000.0,10.0,10.0,1,1,0.6622516556291391,1.2820512820512822
1107,Polygon,firebird,223361.2532,36406065.80829,2021-06-02,6823658196.370378,6761572006.366757,2021-06-01,2021Q2,6823658196.370378,30.19312860931707,116455681.9686776,1.4299760935403056,30.37217366074264,30.0,30.0,6000000000.0,30.0,30.0,1,1,0.6622516556291391,2.272727272727273
1242,Polygon,sushiswap-kashi,224144.12715000001,1896405.5534,2021-05-02,1572934090.207597,1586796440.624122,2021-05-01,2021Q2,1572934090.207597,4.7158174228035525,116455681.9686776,1.4299760935403056,5.029175473375382,5.0,5.0,1000000000.0,0.0,0.0,1,1,0.6622516556291391,0.9900990099009901
1016,Polygon,amun,224520.90454,996201.30721,2021-10-25,4686486654.552232,4759719462.274228,2021-10-01,2021Q4,4548431395.171724,11.248201863055854,4383704677.116872,11.14583972357302,8.913493848631454,5.0,5.0,4000000000.0,10.0,10.0,1,1,0.6622516556291391,0.9900990099009901
169,Avalanche,r-u-generous,226751.69188,7402159.27978,2021-11-29,12855075077.196075,12612028501.866884,2021-11-01,2021Q4,8641234025.30953,15.939314795886355,3823265970.3443656,9.720889718801896,22.42598037685159,20.0,20.0,12000000000.0,15.0,15.0,1,1,1.0204081632653061,1.6129032258064515
995,Optimism,xy-finance,226977.36561999997,247650.55870000002,2022-07-07,293003236.0736547,292507528.37840044,2022-07-01,2022Q3,276326438.2090587,1.8811887029364587,276670114.919425,1.8716965252533098,1.9464323220154782,0.0,0.0,0.0,0.0,0.0,1,1,2.0,0.625
1261,Polygon,vesq,227454.81086000003,8976858.32393,2022-01-02,5624501902.134633,5507295577.612607,2022-01-01,2022Q1,5624501902.134633,10.678160557595639,5507295577.612607,10.749132045113532,10.749132045113532,10.0,10.0,5000000000.0,10.0,10.0,1,1,0.6622516556291391,1.2820512820512822
733,Fantom,beluga,228989.32666,5795098.12246,2022-01-29,9179537260.603518,9147443674.2579,2022-01-01,2022Q1,5271454870.493362,10.007898025225035,4884712105.945583,9.533974468814513,21.109846123271968,20.0,20.0,9000000000.0,10.0,10.0,1,1,1.2048192771084338,1.6129032258064515
126,Avalanche,ankr,229350.57183,1018019.849,2022-03-16,10604605854.09944,10415122792.820711,2022-03-01,2022Q1,11135487371.69958,22.884814028420177,11532621710.127325,22.509355425270332,25.700457640871914,25.0,25.0,10000000000.0,20.0,20.0,1,1,1.0204081632653061,1.3888888888888888
1162,Polygon,mahadao,231137.56976,856569.24333,2022-02-25,3685733469.6510468,3748991041.277884,2022-02-01,2022Q1,4994541603.967293,10.935971600138284,5507295577.612607,10.749132045113532,8.936785727089761,5.0,5.0,3000000000.0,10.0,10.0,1,1,0.6622516556291391,0.9900990099009901
805,Fantom,fastyield-finance,231590.01835,1202575.46268,2022-02-11,8349309705.68211,8602786561.903133,2022-02-01,2022Q1,8661703632.385084,18.965533264821754,4884712105.945583,9.533974468814513,17.485992902127233,15.0,15.0,8000000000.0,15.0,15.0,1,1,1.2048192771084338,1.4492753623188406
554,Binance,klend,232909.26605,953005.33832,2021-11-16,19944143796.76897,20647332950.853977,2021-11-01,2021Q4,19825584940.65089,36.5695731021819,17580962616.15021,44.70068262778529,35.09455760390271,35.0,35.0,19000000000.0,35.0,30.0,1,1,0.4672897196261682,2.9411764705882355
636,Binance,pureswap,234924.97845,602671.76383,2021-11-09,20667057530.102077,20928265984.120354,2021-11-01,2021Q4,19825584940.65089,36.5695731021819,17580962616.15021,44.70068262778529,35.005165678700315,35.0,35.0,20000000000.0,35.0,30.0,1,1,0.4672897196261682,2.9411764705882355
114,Avalanche,agarthadao,237706.94213,1372264.65093,2021-12-27,12149494818.309942,12169003718.563274,2021-12-01,2021Q4,13701879717.01903,22.821809191552994,3823265970.3443656,9.720889718801896,22.648009562852923,20.0,20.0,12000000000.0,20.0,20.0,1,1,1.0204081632653061,1.6129032258064515
257,Avalanche,onavax,238884.91154,943087.35782,2022-07-19,2986850699.403024,2804066968.7690244,2022-07-01,2022Q3,2637227028.191218,17.953843738826762,2677377544.84711,18.11268357965226,18.13436651624758,15.0,15.0,2000000000.0,15.0,15.0,1,1,1.0204081632653061,1.4492753623188406
1100,Polygon,etha-lend,240846.65262,929673.7144899999,2022-02-06,5213643154.92644,5214698825.763401,2022-02-01,2022Q1,4994541603.967293,10.935971600138284,5507295577.612607,10.749132045113532,11.184114879355294,10.0,10.0,5000000000.0,10.0,10.0,1,1,0.6622516556291391,1.2820512820512822
340,Binance,niob-finance,244062.35262,4460586.20635,2021-12-26,16790313474.435835,16703969966.855366,2021-12-01,2021Q4,19103459012.79554,31.818663241303334,17580962616.15021,44.70068262778529,31.00791940345245,30.0,30.0,16000000000.0,30.0,30.0,1,1,0.4672897196261682,2.272727272727273
85,Arbitrum,revert-compoundor,245629.81662,587307.79814,2022-08-03,850126644.1204127,850123697.0012755,2022-08-01,2022Q3,850123697.0012755,5.113897775249259,746368781.1664016,5.049247385007756,5.113897775249259,5.0,5.0,0.0,5.0,5.0,1,1,1.6129032258064515,0.9900990099009901
476,Binance,padswap,245822.54046,3056619.8861399996,2021-11-01,19489202506.43588,19676352933.949272,2021-10-01,2021Q4,17891639762.630096,44.245753805316426,17580962616.15021,44.70068262778529,36.94129389783497,35.0,35.0,19000000000.0,40.0,30.0,1,1,0.4672897196261682,2.9411764705882355
120,Avalanche,beta-finance,246612.96632,10624344.10179,2022-01-28,8049365650.398995,8093049022.460072,2022-01-01,2022Q1,11779556274.237226,22.36357910125342,11532621710.127325,22.509355425270332,18.10614425135128,15.0,15.0,8000000000.0,20.0,20.0,1,1,1.0204081632653061,1.4492753623188406
215,Avalanche,hurricaneswap,248586.42403,32991934.36315,2021-10-11,5261945383.840565,5328957977.504683,2021-10-01,2021Q4,4061299510.651592,10.043532100018481,3823265970.3443656,9.720889718801896,11.474967244324848,10.0,10.0,5000000000.0,10.0,10.0,1,1,1.0204081632653061,1.2820512820512822
965,Optimism,nex,249173.64184,249173.64184,2022-09-06,980083905.5267464,995652610.0971491,2022-09-01,2022Q3,992454682.3732527,6.2817753147250075,276670114.919425,1.8716965252533098,6.3219533198508495,5.0,5.0,0.0,5.0,5.0,1,1,2.0,0.9900990099009901
688,Binance,trapeza-protocol,250425.11312,728231.42922,2022-01-09,14494734540.271257,14523594364.05393,2022-01-01,2022Q1,16099248823.163715,30.564548964803567,15761423531.844334,30.76312509019138,30.14813077291715,30.0,30.0,14000000000.0,30.0,30.0,1,1,0.4672897196261682,2.272727272727273
1035,Polygon,axion,251006.8076,714844.068,2022-01-21,5125304477.666733,5238226067.5300665,2022-01-01,2022Q1,5624501902.134633,10.678160557595639,5507295577.612607,10.749132045113532,10.542030834853993,10.0,10.0,5000000000.0,10.0,10.0,1,1,0.6622516556291391,1.2820512820512822
1312,Solana,oxygen,253028.08531,26083665.50336,2021-04-12,739114209.5556201,647826457.0840124,2021-04-01,2021Q2,236083654.8331508,2.6545250110599996,216074735.94859114,2.653212806805119,4.402628823397083,0.0,0.0,0.0,0.0,0.0,1,1,1.9607843137254901,0.625
233,Avalanche,life-dao,253605.93048,6130437.54075,2021-12-08,12280827778.11316,12154955392.502878,2021-12-01,2021Q4,13701879717.01903,22.821809191552994,3823265970.3443656,9.720889718801896,23.111736000302606,20.0,20.0,12000000000.0,20.0,20.0,1,1,1.0204081632653061,1.6129032258064515
927,Optimism,aelin,253986.85993,4136589.30685,2022-02-22,301160464.1883268,302632849.34428185,2022-02-01,2022Q1,329976115.1373021,0.7225106346094075,351495447.97224087,0.686048339019388,0.6975669509516838,0.0,0.0,0.0,0.0,0.0,1,1,2.0,0.625
998,Polygon,nested,255686.00171999997,398240.29154,2022-04-05,4655371748.202049,4660751315.064462,2022-04-01,2022Q2,4633188148.45559,9.767779233038434,4482229770.711526,9.722449914994712,9.795197717695432,5.0,5.0,4000000000.0,5.0,5.0,1,1,0.6622516556291391,0.9900990099009901
1202,Polygon,pods-finance,257065.20676,2235321.07945,2021-10-17,4585470238.497174,4596956306.923815,2021-10-01,2021Q4,4548431395.171724,11.248201863055854,4383704677.116872,11.14583972357302,9.263392401228382,5.0,5.0,4000000000.0,10.0,10.0,1,1,0.6622516556291391,0.9900990099009901
370,Binance,hyperjump,262377.88816,1918865.44978,2022-07-28,6584930922.791149,6316872246.975001,2022-07-01,2022Q3,5989002739.112766,40.772227108253226,5960947850.685903,40.32631201456031,37.80783258259404,35.0,35.0,6000000000.0,40.0,30.0,1,1,0.4672897196261682,2.9411764705882355
96,Arbitrum,tornado-cash,262854.208,992443.178,2022-05-24,1113947023.9595263,1111861500.6971684,2022-05-01,2022Q2,1582166414.847098,4.2270549984762535,1837484287.034369,3.9857057456127434,4.669293446094274,0.0,0.0,1000000000.0,0.0,0.0,1,1,1.6129032258064515,0.625
100,Arbitrum,volmex,263210.66163,414518.12308,2021-10-16,1773487984.6395507,1771036613.0422347,2021-10-01,2021Q4,1099770896.9140754,2.7197167499844124,1073899895.9495308,2.730456771391697,3.604988574016441,0.0,0.0,1000000000.0,0.0,0.0,1,1,1.6129032258064515,0.625
923,Fantom,xy-finance,263346.56226,348299.11801,2022-07-07,860693914.0143025,857049317.0410261,2022-07-01,2022Q3,846860885.5885595,5.7653011461852115,861661362.6214986,5.829211365432005,5.703061734848421,5.0,5.0,0.0,5.0,5.0,1,1,1.2048192771084338,0.9900990099009901
506,Binance,harvest-finance,263846.88964,7185963.94091,2021-09-27,17083688180.148497,17060525723.810436,2021-09-01,2021Q3,20811536090.527916,61.73044717299331,13765337983.589483,66.58593070236918,47.35458262667009,45.0,45.0,17000000000.0,60.0,30.0,1,1,0.4672897196261682,11.11111111111111
1324,Solana,serum-swap,264161.41321,36639033.03889,2021-04-15,845183862.5064905,789380856.0295309,2021-04-01,2021Q2,236083654.8331508,2.6545250110599996,216074735.94859114,2.653212806805119,4.627491734954515,0.0,0.0,0.0,0.0,0.0,1,1,1.9607843137254901,0.625
977,Optimism,relaychain,264762.05441,429282.37841000006,2022-09-24,934805168.5681708,931464291.0623096,2022-09-01,2022Q3,992454682.3732527,6.2817753147250075,276670114.919425,1.8716965252533098,6.345857191164686,5.0,5.0,0.0,5.0,5.0,1,1,2.0,0.9900990099009901
1230,Polygon,smartdex,264945.52462,581119.26998,2021-11-20,4784880315.29851,4490302521.455668,2021-11-01,2021Q4,5055038415.657716,9.324345154461984,4383704677.116872,11.14583972357302,8.280329344498238,5.0,5.0,4000000000.0,5.0,5.0,1,1,0.6622516556291391,0.9900990099009901
464,Binance,dddx,266557.05558,314296409.1466,2022-04-02,13924260442.754465,13665737290.56265,2022-04-01,2022Q2,13924260442.754465,29.355402291075183,13665737290.56265,29.64248892976308,29.64248892976308,25.0,25.0,13000000000.0,25.0,25.0,1,1,0.4672897196261682,1.3888888888888888
363,Binance,aperocket,267529.603,36881102.99116,2021-07-12,15170233885.486687,14893156315.817787,2021-07-01,2021Q3,13863529434.987942,65.72673090864035,13765337983.589483,66.58593070236918,66.12481695696984,65.0,50.0,15000000000.0,65.0,30.0,1,1,0.4672897196261682,5.0
1329,Solana,solrise-finance,271197.0967,465451.82606,2022-03-11,6654384732.762373,6960294950.3399515,2022-03-01,2022Q1,7411555751.13679,15.231670547002384,11222273937.146017,21.903619062536535,16.37810963053405,15.0,15.0,6000000000.0,15.0,15.0,1,1,1.9607843137254901,1.4492753623188406
718,Fantom,88mph,271557.6576,17845607.32467,2021-10-16,5020482899.444063,5009108528.056277,2021-10-01,2021Q4,1589381908.926555,3.9305173577142583,1509482689.809377,3.8379529109129034,10.196163578251536,10.0,10.0,5000000000.0,0.0,0.0,1,1,1.2048192771084338,1.2820512820512822
28,Arbitrum,brinc-finance,272103.85909,1104873.39339,2021-12-01,2097983860.3136601,2066195701.9782636,2021-11-01,2021Q4,2644384769.8212895,4.877738661419855,1073899895.9495308,2.730456771391697,3.5063582198251666,0.0,0.0,2000000000.0,0.0,0.0,1,1,1.6129032258064515,0.625
460,Binance,cyclone,272596.9688,3012254.48776,2021-09-18,19256647957.689507,19033526962.582386,2021-09-01,2021Q3,20811536090.527916,61.73044717299331,13765337983.589483,66.58593070236918,50.122348840318445,50.0,50.0,19000000000.0,60.0,30.0,1,1,0.4672897196261682,50.0
1164,Polygon,metavault-dao,272789.46086,344051.52706,2022-08-18,2331696120.0061045,2336782546.077415,2022-08-01,2022Q3,1903354267.4591086,11.449579853148965,1656330111.5348358,11.20521208203148,13.248100072658511,10.0,10.0,2000000000.0,10.0,10.0,1,1,0.6622516556291391,1.2820512820512822
430,Binance,cafeswap,276596.38147,7437723.316650001,2021-07-14,14714307157.094452,14819768471.272781,2021-07-01,2021Q3,13863529434.987942,65.72673090864035,13765337983.589483,66.58593070236918,67.84597507124236,65.0,50.0,14000000000.0,65.0,30.0,1,1,0.4672897196261682,5.0
1328,Solana,solily-protocol,277106.66695,3856457.75508,2022-05-09,5665427904.785305,5841162202.743929,2022-05-01,2022Q2,6128670561.153303,16.37389549318738,7761978053.720177,16.8365850768518,16.10533417290215,15.0,15.0,5000000000.0,15.0,15.0,1,1,1.9607843137254901,1.4492753623188406
63,Arbitrum,ideamarket,277427.29012,1153188.84256,2021-12-21,1834435213.2310119,1800554966.313068,2021-12-01,2021Q4,2043142467.7529128,3.403051881436315,1073899895.9495308,2.730456771391697,3.551780246900528,0.0,0.0,1000000000.0,0.0,0.0,1,1,1.6129032258064515,0.625
234,Avalanche,llamapay,277769.06901,628524.21798,2022-04-19,11004666058.11559,10280412935.44621,2022-04-01,2022Q2,11177365080.74134,23.564342957267392,11036804006.080185,23.94004316152976,24.597707624841377,20.0,20.0,11000000000.0,20.0,20.0,1,1,1.0204081632653061,1.6129032258064515
412,Binance,zodiacdao,278514.80689,435182.93672,2021-12-22,16504248971.096554,16351063592.515993,2021-12-01,2021Q4,19103459012.79554,31.818663241303334,17580962616.15021,44.70068262778529,32.213642590289844,30.0,30.0,16000000000.0,30.0,30.0,1,1,0.4672897196261682,2.272727272727273
245,Avalanche,moremoney,280124.56545,14232086.6174,2022-01-25,8226028489.42609,8496269321.526105,2022-01-01,2022Q1,11779556274.237226,22.36357910125342,11532621710.127325,22.509355425270332,18.32299242077534,15.0,15.0,8000000000.0,20.0,20.0,1,1,1.0204081632653061,1.4492753623188406
128,Avalanche,phuture,283920.59847,652621.2692,2022-09-08,2096580695.1528387,2068176789.4583225,2022-09-01,2022Q3,2186375299.0914807,13.83873604154353,2677377544.84711,18.11268357965226,13.604129593947464,10.0,10.0,2000000000.0,10.0,10.0,1,1,1.0204081632653061,1.2820512820512822
160,Avalanche,canary,284088.29022,2371153.95333,2021-05-31,220299750.0834853,210764315.6234684,2021-05-01,2021Q2,348394460.6980598,1.044522258114018,189166868.63427812,2.3228072281578593,1.0287426089017953,0.0,0.0,0.0,0.0,0.0,1,1,1.0204081632653061,0.625
1119,Polygon,gogocoin,285883.95776,9666004.01836,2022-03-17,3597708381.2345333,3387107137.351764,2022-03-01,2022Q1,3992708404.0964923,8.205513261114913,5507295577.612607,10.749132045113532,8.283217242394146,5.0,5.0,3000000000.0,5.0,5.0,1,1,0.6622516556291391,0.9900990099009901
1154,Polygon,jetswap,286020.20127,12379561.05177,2021-09-20,4413884699.0443125,4643131896.001614,2021-09-01,2021Q3,5776727404.292301,17.134725870895718,5847981753.75959,28.2879583682417,11.760824351430504,10.0,10.0,4000000000.0,15.0,15.0,1,1,0.6622516556291391,1.2820512820512822
461,Binance,timewarp,288355.14786,1878057.9507,2021-09-18,19256647957.689507,19033526962.582386,2021-09-01,2021Q3,20811536090.527916,61.73044717299331,13765337983.589483,66.58593070236918,50.122348840318445,50.0,50.0,19000000000.0,60.0,30.0,1,1,0.4672897196261682,50.0
1011,Polygon,algebra-dex,289426.29364,1685548.46084,2022-02-10,5498503446.84432,5378054685.702989,2022-02-01,2022Q1,4994541603.967293,10.935971600138284,5507295577.612607,10.749132045113532,11.089954927386293,10.0,10.0,5000000000.0,10.0,10.0,1,1,0.6622516556291391,1.2820512820512822
920,Fantom,wingswap,292810.74762,5439779.35737,2021-12-04,4448432333.906319,4618356586.748599,2021-12-01,2021Q4,4656630015.342423,7.756068793524914,1509482689.809377,3.8379529109129034,7.799259172429632,5.0,5.0,4000000000.0,5.0,5.0,1,1,1.2048192771084338,0.9900990099009901
929,Optimism,angle,296409.41768,2532512.73103,2022-07-29,548281218.4466788,495273444.84821653,2022-07-01,2022Q3,276326438.2090587,1.8811887029364587,276670114.919425,1.8716965252533098,3.021155629764749,0.0,0.0,0.0,0.0,0.0,1,1,2.0,0.625
1283,Solana,cykura,298872.98596,424602.5008599999,2022-08-10,2364401316.131738,2543056983.229567,2022-08-01,2022Q3,2705175330.479331,16.272914345283418,2414161349.5912986,16.3320039489875,14.546624392332014,10.0,10.0,2000000000.0,15.0,15.0,1,1,1.9607843137254901,1.2820512820512822
1262,Polygon,volmex,298914.5109,506071.60887,2021-07-21,5335298928.050789,5356735471.82893,2021-07-01,2021Q3,5866009124.188425,27.810638338612726,5847981753.75959,28.2879583682417,27.280827356997385,25.0,25.0,5000000000.0,25.0,25.0,1,1,0.6622516556291391,1.3888888888888888
267,Avalanche,pooltogether,299036.70909,3209753.25286,2021-12-24,12805250078.884401,12494460772.214228,2021-12-01,2021Q4,13701879717.01903,22.821809191552994,3823265970.3443656,9.720889718801896,23.901020757437124,20.0,20.0,12000000000.0,20.0,20.0,1,1,1.0204081632653061,1.6129032258064515
236,Avalanche,lydia,302500.47294,9135971.20133,2021-04-21,244028214.72858852,235761538.15344533,2021-04-01,2021Q2,197836930.85981795,2.2244787825310786,189166868.63427812,2.3228072281578593,1.286229957770241,0.0,0.0,0.0,0.0,0.0,1,1,1.0204081632653061,0.625
203,Avalanche,thetanuts-finance,304804.81249,6704453.52197,2021-12-23,12494460772.214228,12606492054.971893,2021-12-01,2021Q4,13701879717.01903,22.821809191552994,3823265970.3443656,9.720889718801896,24.134829685733262,20.0,20.0,12000000000.0,20.0,20.0,1,1,1.0204081632653061,1.6129032258064515
418,Binance,safeohm,306722.44307,615176.63939,2021-11-20,18702640558.579372,18038260331.57603,2021-11-01,2021Q4,19825584940.65089,36.5695731021819,17580962616.15021,44.70068262778529,33.263401660257635,30.0,30.0,18000000000.0,35.0,30.0,1,1,0.4672897196261682,2.272727272727273
842,Fantom,mcdex,307015.10704,378983.59126,2022-08-11,889241781.2835083,834924720.7907097,2022-08-01,2022Q3,886563047.4967079,5.333097774128763,861661362.6214986,5.829211365432005,4.909180895512162,0.0,0.0,0.0,5.0,5.0,1,1,1.2048192771084338,0.625
1030,Polygon,atlendis,307490.71235,997832.0116,2022-07-03,1601862055.1695893,1647509574.640228,2022-07-01,2022Q3,1647509574.640228,11.215996630217647,1656330111.5348358,11.20521208203148,11.215996630217647,10.0,10.0,1000000000.0,10.0,10.0,1,1,0.6622516556291391,1.2820512820512822
1210,Polygon,polyquity,308191.99815,47081021.38299,2021-06-28,5832658186.72902,5815423637.310633,2021-06-01,2021Q2,6823658196.370378,30.19312860931707,116455681.9686776,1.4299760935403056,28.72020298376231,25.0,25.0,5000000000.0,30.0,30.0,1,1,0.6622516556291391,1.3888888888888888
897,Fantom,strategyx-finance,309347.76196,309347.76196,2022-07-01,861661362.6214986,930217300.7058463,2022-06-01,2022Q3,1634309736.4769545,7.425249789329939,861661362.6214986,5.829211365432005,6.234461637980157,5.0,5.0,0.0,5.0,5.0,1,1,1.2048192771084338,0.9900990099009901
468,Binance,rikkei-finance,309519.88579000003,1183394.66191,2022-03-22,12261932271.543697,11787420939.090008,2022-03-01,2022Q1,12059989501.685875,24.784781098329,15761423531.844334,30.76312509019138,27.91863808957764,25.0,25.0,12000000000.0,20.0,20.0,1,1,0.4672897196261682,1.3888888888888888
